Country,Year,GDP_per_capita,GDP_per_capita_winsorized,GDP_per_capita_log
South Korea,1970,19654.88,19654.88,9.886131809176275
Canada,1970,9997.27,9997.27,9.210167357009956
Argentina,1970,35950.28,27317.421,10.215316515528354
South Africa,1970,4360.47,4360.47,8.380564435482084
United States,1970,639.61,639.61,6.4624208474185
United States,1970,8492.01,8492.01,9.046998751219562
Brazil,1970,11694.48,11694.48,9.366957721356878
South Africa,1970,8599.54,8599.54,9.05958027096802
France,1970,8196.68,8196.68,9.01160646639173
Mexico,1970,15242.59,15242.59,9.631914365804185
Saudi Arabia,1970,22829.58,22829.58,10.035856144369774
Indonesia,1970,14818.05,14818.05,9.603668794231318
Russia,1970,9764.41,9764.41,9.18660182911651
Kenya,1970,8204.16,8204.16,9.012518503638756
Germany,1970,15762.68,15762.68,9.665463838692467
India,1970,11610.08,11610.08,9.359715093621356
United States,1970,27644.14,27317.421,10.215316515528354
Canada,1970,18375.48,18375.48,9.818826865055213
Nigeria,1970,10900.37,10900.37,9.296643748392546
Kenya,1970,7166.84,7166.84,8.877359632977068
France,1970,5606.55,5606.55,8.631869182984124
Brazil,1970,8959.57,8959.57,9.100589120016988
Canada,1970,6789.6,6789.6,8.823294581891767
South Africa,1970,13398.44,13398.44,9.502968194020957
Australia,1970,13730.27,13730.27,9.527430992663493
Germany,1970,21121.97,21121.97,9.958116352933429
Australia,1970,16221.83,16221.83,9.694174788405855
Kenya,1970,-5127.65,-2777.4275,
India,1970,3875.38,3875.38,8.262657007420813
China,1970,12336.18,12336.18,9.420372746221979
Mexico,1970,14933.5,14933.5,9.611429251683369
India,1970,35070.89,27317.421,10.215316515528354
Indonesia,1970,5211.74,5211.74,8.558860908212571
United States,1970,7008.1,7008.1,8.854964583769071
Germany,1970,14598.08,14598.08,9.588713792012351
Mexico,1970,14073.22,14073.22,9.55210003406554
Russia,1970,16092.61,16092.61,9.686177577779183
Nigeria,1970,8268.73,8268.73,9.02035713935902
Argentina,1970,12198.1,12198.1,9.409117457508367
Germany,1970,10005.86,10005.86,9.211026136785737
South Africa,1970,8615.81,8615.81,9.061470225559516
France,1970,5003.39,5003.39,8.5180708061997
United States,1970,10782.83,10782.83,9.285803068932879
Indonesia,1970,18632.62,18632.62,9.832722754972123
Mexico,1970,16335.64,16335.64,9.701165716914216
Brazil,1970,14369.84,14369.84,9.57295643247946
Argentina,1970,7788.95,7788.95,8.960589720358957
Germany,1970,19485.47,19485.47,9.877475657575348
Kenya,1970,12389.09,12389.09,9.424652238519323
South Africa,1970,18234.27,18234.27,9.811112909823594
United States,1970,19558.84,19558.84,9.881233763596253
South Africa,1970,8044.54,8044.54,8.99287317961017
Mexico,1970,23758.3,23758.3,10.075729311763128
Canada,1970,16975.32,16975.32,9.739574710817479
Australia,1970,13078.34,13078.34,9.47878916502251
Indonesia,1970,11999.14,11999.14,9.392673595368748
Canada,1970,-2121.4,-2121.4,
South Korea,1970,8601.03,8601.03,9.059753500898632
Saudi Arabia,1970,6902.9,6902.9,8.83984174830147
Mexico,1970,1225.73,1225.73,7.112107371596845
Russia,1970,9431.74,9431.74,9.151941895458584
South Korea,1970,15458.58,15458.58,9.64598415489011
Russia,1970,23059.93,23059.93,10.045895122584856
China,1970,25609.26,25609.26,10.150748331426302
South Korea,1970,17540.15,17540.15,9.772304828201095
Brazil,1970,24147.25,24147.25,10.091967192686978
France,1970,24368.88,24368.88,10.101103222520136
Mexico,1970,7502.3,7502.3,8.923098202752787
Kenya,1970,3811.11,3811.11,8.2459381206012
Indonesia,1970,15376.15,15376.15,9.640637920296754
Australia,1970,14862.66,14862.66,9.606674586733877
Australia,1970,31877.42,27317.421,10.215316515528354
Saudi Arabia,1970,7047.5,7047.5,8.86057010721098
China,1970,17400.79,17400.79,9.764328353474717
South Korea,1970,15207.55,15207.55,9.629613048690544
Mexico,1970,18123.29,18123.29,9.805008306541824
Brazil,1970,13077.68,13077.68,9.47873870248749
Japan,1970,15621.96,15621.96,9.656496906080903
China,1970,37232.48,27317.421,10.215316515528354
Japan,1970,18686.55,18686.55,9.835612805714748
Brazil,1970,6245.03,6245.03,8.739701340905457
China,1970,34834.26,27317.421,10.215316515528354
France,1970,13209.49,13209.49,9.488766489939717
Australia,1970,9578.17,9578.17,9.167346228380648
Turkey,1970,13713.16,13713.16,9.526184154685978
Canada,1970,26802.89,26802.89,10.196302305219545
India,1970,11169.06,11169.06,9.320992263579706
United States,1970,11089.41,11089.41,9.313836049904493
Russia,1970,23451.54,23451.54,10.06273408357375
Egypt,1970,9508.54,9508.54,9.160050784232865
Indonesia,1970,10720.39,10720.39,9.279996090398225
Japan,1970,15619.62,15619.62,9.656347115307607
Russia,1970,13600.96,13600.96,9.517969178987252
Turkey,1970,20593.25,20593.25,9.932767189601108
Egypt,1970,6212.41,6212.41,8.73446513855114
South Korea,1970,13761.04,13761.04,9.529669356312482
India,1970,20459.67,20459.67,9.92625978579252
Mexico,1970,26744.45,26744.45,10.194119644398675
South Africa,1970,11414.59,11414.59,9.342735244005775
Turkey,1970,8999.59,8999.59,9.105045409725241
Indonesia,1970,10294.92,10294.92,9.239502979238006
Germany,1970,10353.74,10353.74,9.24519966487129
Egypt,1970,10577.75,10577.75,9.266602550984317
Kenya,1970,-3815.71,-2777.4275,
Russia,1970,24948.46,24948.46,10.124607457658872
South Africa,1970,4320.87,4320.87,8.371443457947175
United States,1970,7158.6,7158.6,8.876209392472346
Kenya,1970,5505.12,5505.12,8.61361547987116
South Africa,1970,-3643.6,-2777.4275,
Germany,1970,12584.52,12584.52,9.4403022257464
Nigeria,1970,-543.84,-543.84,
India,1970,315.92,315.92,5.758649376097042
South Korea,1970,13121.56,13121.56,9.482088165415487
United States,1970,6759.55,6759.55,8.818859526674133
Kenya,1970,2366.99,2366.99,7.769796773022007
France,1970,22550.99,22550.99,10.023578589374198
South Africa,1970,2279.11,2279.11,7.7319789663987395
Australia,1970,23167.28,23167.28,10.050539380747772
Argentina,1970,6942.74,6942.74,8.84559581324289
Saudi Arabia,1970,10951.4,10951.4,9.301313889310832
Canada,1970,25848.74,25848.74,10.160055821858913
Canada,1970,8919.5,8919.5,9.096107277814758
Japan,1970,9789.11,9789.11,9.18912797141649
United States,1970,5554.86,5554.86,8.622608505572599
Indonesia,1970,18102.09,18102.09,9.803837920915262
Russia,1970,28257.1,27317.421,10.215316515528354
Australia,1970,42195.06,27317.421,10.215316515528354
Saudi Arabia,1970,12571.0,12571.0,9.439227397917458
Indonesia,1970,1558.01,1558.01,7.35180628340539
France,1970,30710.27,27317.421,10.215316515528354
Indonesia,1970,23476.18,23476.18,10.063784164514534
Indonesia,1970,-3888.67,-2777.4275,
Russia,1970,15536.48,15536.48,9.651010448609771
Germany,1970,26479.43,26479.43,10.184161248589794
India,1970,17728.31,17728.31,9.782974481221286
France,1970,19925.25,19925.25,9.899793236947856
Egypt,1970,8590.49,8590.49,9.058527457445019
Indonesia,1970,19429.65,19429.65,9.874606995234474
Japan,1970,12514.51,12514.51,9.434723954134252
Russia,1970,-8290.06,-2777.4275,
South Africa,1970,6510.86,6510.86,8.781380408679775
Australia,1970,14652.57,14652.57,9.592439270765427
United States,1970,12678.79,12678.79,9.447764666339879
Argentina,1970,8180.34,8180.34,9.009611230361644
Turkey,1970,6468.19,6468.19,8.774806186458243
Germany,1970,25138.74,25138.74,10.13220514000643
Brazil,1970,13625.9,13625.9,9.519801059350545
Nigeria,1970,-3753.33,-2777.4275,
France,1970,25866.09,25866.09,10.160726783348661
Canada,1970,8615.64,8615.64,9.061450496486113
Argentina,1970,18218.8,18218.8,9.810264193805294
Turkey,1970,10419.94,10419.94,9.251572522371015
Brazil,1970,10609.06,10609.06,9.269557886634452
Kenya,1970,5821.84,5821.84,8.669543394214207
Canada,1970,25647.1,25647.1,10.152224773781223
Saudi Arabia,1970,29913.78,27317.421,10.215316515528354
Australia,1970,17408.87,17408.87,9.764792565761352
China,1970,13135.15,13135.15,9.483123250628232
South Africa,1970,9475.65,9475.65,9.156586157269796
Indonesia,1970,7245.16,7245.16,8.888226952359457
United States,1970,3068.2,3068.2,8.02917222030351
Brazil,1970,22233.06,22233.06,10.009380626359677
Canada,1970,-696.36,-696.36,
Brazil,1970,6958.82,6958.82,8.847908890925071
Japan,1970,10272.38,10272.38,9.237311362700547
Indonesia,1970,2615.75,2615.75,7.869688368734993
Mexico,1970,17778.59,17778.59,9.78580644918447
India,1970,725.77,725.77,6.588610058840165
China,1970,11149.36,11149.36,9.319227063362566
Saudi Arabia,1970,4592.77,4592.77,8.432456316693166
United States,1970,10178.91,10178.91,9.228171449200993
Indonesia,1970,27046.86,27046.86,10.205363168390889
Australia,1970,29239.17,27317.421,10.215316515528354
Turkey,1970,28089.06,27317.421,10.215316515528354
Russia,1970,14004.49,14004.49,9.547204674586624
Australia,1970,11393.33,11393.33,9.340871142232833
Canada,1970,12350.14,12350.14,9.421503645488338
Australia,1970,13233.82,13233.82,9.490606514266489
Australia,1970,13308.24,13308.24,9.496213809834027
Germany,1970,24365.24,24365.24,10.100953846656536
Nigeria,1970,14882.72,14882.72,9.60802327714229
Indonesia,1970,9373.25,9373.25,9.145721847638441
Turkey,1970,21717.49,21717.49,9.985919250452525
China,1970,1076.44,1076.44,6.98234313597271
United States,1970,34048.14,27317.421,10.215316515528354
Germany,1970,24527.29,24527.29,10.107582424264141
Brazil,1970,-1982.91,-1982.91,
Mexico,1970,16668.55,16668.55,9.721338980779398
South Korea,1970,9716.11,9716.11,9.181643528141732
Nigeria,1970,-7182.98,-2777.4275,
Germany,1970,771.05,771.05,6.649049314766873
Argentina,1970,1013.27,1013.27,6.92192442089633
India,1970,5721.29,5721.29,8.652124353905656
Canada,1970,30375.69,27317.421,10.215316515528354
South Africa,1970,-2293.65,-2293.65,
Kenya,1970,-8233.86,-2777.4275,
France,1970,17051.54,17051.54,9.744054445223234
South Korea,1970,25767.5,25767.5,10.156908094734609
Turkey,1970,12053.9,12053.9,9.397226495267716
India,1970,6569.92,6569.92,8.790409132116709
Nigeria,1970,15065.99,15065.99,9.620261537098937
Turkey,1970,17258.28,17258.28,9.75610524881947
Kenya,1970,14726.97,14726.97,9.597503685974392
Japan,1970,10441.78,10441.78,9.253666109514368
Indonesia,1970,26054.5,26054.5,10.167984157333816
South Africa,1970,2983.55,2983.55,8.001204260693367
Indonesia,1970,22653.42,22653.42,10.028110255361025
South Africa,1970,15786.95,15786.95,9.667002269815473
Brazil,1970,7665.24,7665.24,8.944581552520624
Russia,1970,12610.26,12610.26,9.442345344665084
Germany,1970,24227.38,24227.38,10.095279952310017
China,1970,25467.67,25467.67,10.145204348314046
China,1970,22056.22,22056.22,10.00139526492071
Indonesia,1970,4558.45,4558.45,8.424957281198886
Germany,1970,25860.14,25860.14,10.16049673488088
Brazil,1970,831.34,831.34,6.724241011191121
Australia,1970,3936.75,3936.75,8.278364773181845
Egypt,1970,11581.1,11581.1,9.357216081835839
Australia,1970,13343.61,13343.61,9.498867836982958
Australia,1970,4313.07,4313.07,8.369637053057605
Japan,1970,1173.32,1173.32,7.068444535648978
United States,1970,14541.87,14541.87,9.584856118129299
South Korea,1970,11594.52,11594.52,9.358374095600814
Mexico,1970,4521.57,4521.57,8.416835695314397
Egypt,1970,6158.2,6158.2,8.72570217796384
Indonesia,1970,26800.47,26800.47,10.19621201574097
Turkey,1970,18707.88,18707.88,9.836753556439513
Brazil,1970,4998.28,4998.28,8.517049181047241
Saudi Arabia,1970,22997.08,22997.08,10.043166013165914
Kenya,1970,12578.36,12578.36,9.43981265455647
Germany,1970,16340.93,16340.93,9.70148947649404
Saudi Arabia,1970,12496.52,12496.52,9.433285503606509
Australia,1970,24381.9,24381.9,10.10163734592026
Russia,1970,8213.14,8213.14,9.013612338442353
China,1970,36785.48,27317.421,10.215316515528354
South Korea,1970,13084.66,13084.66,9.479272253126688
France,1970,16244.01,16244.01,9.695541063677034
Mexico,1970,20158.4,20158.4,9.911425959837649
Kenya,1970,-2763.5,-2763.5,
Saudi Arabia,1970,15386.63,15386.63,9.641319218872944
Kenya,1970,5893.76,5893.76,8.681819099674502
Turkey,1970,11421.6,11421.6,9.343349128050013
France,1970,4492.81,4492.81,8.41045617325783
Russia,1970,18770.27,18770.27,9.840082788453069
Saudi Arabia,1970,10641.2,10641.2,9.272582508439596
China,1970,4915.89,4915.89,8.500431495797043
Japan,1970,35680.99,27317.421,10.215316515528354
Indonesia,1970,4538.9,4538.9,8.42066026436109
Russia,1970,5139.81,5139.81,8.544965933582235
Saudi Arabia,1970,10326.26,10326.26,9.242542280075693
Nigeria,1970,15311.36,15311.36,9.636415624388144
Nigeria,1970,-913.86,-913.86,
Saudi Arabia,1970,20534.25,20534.25,9.929898200653051
Egypt,1970,-2725.42,-2725.42,
Japan,1970,14101.46,14101.46,9.55410452923358
Argentina,1970,8703.22,8703.22,9.071563244511593
South Korea,1970,25360.85,25360.85,10.14100135541729
South Africa,1970,9807.7,9807.7,9.191025025939204
Turkey,1970,-3766.18,-2777.4275,
Nigeria,1970,14729.84,14729.84,9.597698534307307
Saudi Arabia,1970,19185.62,19185.62,9.861968440085622
South Africa,1970,8364.61,8364.61,9.031884533655186
China,1970,1134.44,1134.44,7.034775519991002
South Africa,1970,17808.73,17808.73,9.787500216146334
Russia,1970,20934.9,20934.9,9.949220667736977
Japan,1970,7732.11,7732.11,8.953266389258932
Mexico,1970,12772.28,12772.28,9.455110768042626
Turkey,1970,10310.93,10310.93,9.24105675638807
India,1970,15969.2,15969.2,9.678479764612169
Egypt,1970,10296.29,10296.29,9.239636032802945
Saudi Arabia,1970,11441.8,11441.8,9.345115990230866
Brazil,1970,16760.84,16760.84,9.726860153212984
South Korea,1970,17316.46,17316.46,9.759470520091869
France,1970,3906.65,3906.65,8.270691449274773
Nigeria,1970,3399.19,3399.19,8.131586591395834
Mexico,1970,16762.39,16762.39,9.726952620885903
Japan,1970,5678.37,5678.37,8.644595590070661
Nigeria,1970,8349.06,8349.06,9.030024003447828
Germany,1970,13085.52,13085.52,9.47933797176383
India,1970,15084.96,15084.96,9.621519788945127
Russia,1970,21760.38,21760.38,9.98789211807662
United States,1970,6563.87,6563.87,8.789487984560637
South Africa,1970,16517.11,16517.11,9.712212633750353
Indonesia,1970,-1462.0,-1462.0,
Russia,1970,17779.93,17779.93,9.78588181366174
Nigeria,1970,11625.18,11625.18,9.361014730680578
Argentina,1970,13368.29,13368.29,9.500715564721824
South Africa,1970,7762.21,7762.21,8.957151187437454
Canada,1970,22208.2,22208.2,10.008261896428849
Indonesia,1970,5350.3,5350.3,8.58509480102681
India,1970,26075.87,26075.87,10.168803993500749
Australia,1970,18569.72,18569.72,9.829341425808376
Japan,1970,20669.07,20669.07,9.936442039220635
China,1970,8532.8,8532.8,9.051790027804238
India,1970,9681.38,9681.38,9.17806301781869
Canada,1970,14807.04,14807.04,9.602925555492257
Germany,1970,22264.92,22264.92,10.010812537360254
India,1970,24107.07,24107.07,10.090301918199184
Russia,1970,13486.01,13486.01,9.509482278971317
China,1970,-1295.39,-1295.39,
Australia,1970,11489.52,11489.52,9.349277626563742
Canada,1970,5919.96,5919.96,8.686253876893351
Canada,1970,22253.79,22253.79,10.010312545323655
India,1970,5664.08,5664.08,8.642076295162925
Saudi Arabia,1970,9828.06,9828.06,9.193098582932981
Kenya,1970,7248.44,7248.44,8.888679503486141
Egypt,1970,6811.31,6811.31,8.826486548674312
Egypt,1970,-7682.47,-2777.4275,
Saudi Arabia,1970,6836.2,6836.2,8.830133570082113
Nigeria,1970,10265.23,10265.23,9.236615146921492
South Korea,1970,1310.72,1310.72,7.179094532093744
China,1970,11920.73,11920.73,9.386118064316575
Russia,1970,14019.85,14019.85,9.548300786425548
Japan,1970,5943.64,5943.64,8.69024525220304
Brazil,1970,22662.24,22662.24,10.028499507591231
South Africa,1970,5661.88,5661.88,8.641687875707408
Saudi Arabia,1970,19918.4,19918.4,9.899449410203031
Brazil,1970,523.34,523.34,6.262140328867508
Argentina,1970,17234.02,17234.02,9.75469863937965
Nigeria,1970,14289.18,14289.18,9.567327867065716
India,1970,19455.02,19455.02,9.875911812725892
Egypt,1970,20152.79,20152.79,9.911147639018274
Egypt,1970,7210.42,7210.42,8.883421159569535
Mexico,1970,13117.25,13117.25,9.481759669455283
Brazil,1970,14474.0,14474.0,9.580178302441196
Egypt,1970,6972.26,6972.26,8.849838113203063
India,1970,6590.16,6590.16,8.793484636285308
Egypt,1970,3360.05,3360.05,8.120008704139295
Australia,1970,17443.93,17443.93,9.76680434100176
Saudi Arabia,1970,12920.18,12920.18,9.466623104435497
Mexico,1970,19508.17,19508.17,9.8786398904262
Egypt,1970,4068.99,4068.99,8.311395821431166
Germany,1970,13418.46,13418.46,9.50446117126601
Mexico,1970,13475.06,13475.06,9.508670056876282
China,1970,11286.43,11286.43,9.331444996155623
Saudi Arabia,1970,17252.26,17252.26,9.755756390111241
United States,1970,13024.84,13024.84,9.474690355904853
Nigeria,1970,134.79,134.79,4.911109574710704
Indonesia,1970,9883.51,9883.51,9.198724164320442
Turkey,1970,13922.35,13922.35,9.541322565853758
Japan,1970,7624.44,7624.44,8.93924530472878
Indonesia,1970,12500.26,12500.26,9.433584718210414
Saudi Arabia,1970,11844.61,11844.61,9.379712613789465
Mexico,1970,24241.84,24241.84,10.095876595036524
South Africa,1970,3313.34,3313.34,8.106013787775293
China,1970,16536.91,16536.91,9.713410600254969
Saudi Arabia,1970,18664.51,18664.51,9.834432714843597
Brazil,1970,21285.3,21285.3,9.965818952272226
South Africa,1970,-1891.32,-1891.32,
Japan,1970,18974.55,18974.55,9.850906587351005
France,1970,15193.9,15193.9,9.62871512421703
Egypt,1970,3949.09,3949.09,8.281493642445724
Egypt,1970,-14372.82,-2777.4275,
Saudi Arabia,1970,12978.66,12978.66,9.47113879577017
United States,1970,12145.79,12145.79,9.404820216331515
Egypt,1970,-1269.52,-1269.52,
Mexico,1970,10742.57,10742.57,9.282062715064109
France,1970,-6070.79,-2777.4275,
South Korea,1970,10988.79,10988.79,9.304721938934847
France,1970,15787.67,15787.67,9.667047873176449
Indonesia,1970,12949.59,12949.59,9.468896625935425
Mexico,1970,13510.85,13510.85,9.511322357182678
Germany,1970,25299.26,25299.26,10.13856995134265
Nigeria,1970,8142.57,8142.57,9.004983937789284
Egypt,1970,11422.09,11422.09,9.343392024543844
South Korea,1970,14798.89,14798.89,9.602375027292153
Indonesia,1970,10603.03,10603.03,9.268989396526
Brazil,1970,7432.94,7432.94,8.913811279799607
Argentina,1970,22857.06,22857.06,10.037059069355664
Saudi Arabia,1970,14143.56,14143.56,9.557085376853832
South Africa,1970,-1910.68,-1910.68,
France,1970,6864.91,6864.91,8.83432386586298
Canada,1970,19941.26,19941.26,9.900596377113395
Germany,1970,20321.46,20321.46,9.91948195735701
Germany,1970,23846.07,23846.07,10.079416637616626
Russia,1970,19194.6,19194.6,9.862436365086513
Nigeria,1970,17628.06,17628.06,9.777303955762848
Turkey,1970,8526.13,8526.13,9.051008124315995
Mexico,1970,26603.47,26603.47,10.188834525764575
Kenya,1970,8414.89,8414.89,9.037876864549869
Australia,1970,1917.49,1917.49,7.559293697267897
Brazil,1970,18400.43,18400.43,9.820183657968542
Australia,1970,31303.9,27317.421,10.215316515528354
Brazil,1970,22144.7,22144.7,10.005398625701927
Germany,1970,29898.34,27317.421,10.215316515528354
Germany,1970,801.64,801.64,6.687906294617357
Canada,1970,16032.06,16032.06,9.68240811946338
Brazil,1970,15231.78,15231.78,9.631204963703256
Russia,1970,20773.28,20773.28,9.941470962083368
Australia,1970,17901.85,17901.85,9.79271519703212
Egypt,1970,-12616.24,-2777.4275,
South Africa,1970,70.67,70.67,4.272072250005828
Germany,1970,21196.1,21196.1,9.961619658850333
India,1970,3810.64,3810.64,8.245814821699586
Brazil,1970,13064.97,13064.97,9.477766419362547
India,1970,4839.71,4839.71,8.48481668316701
Russia,1970,17496.56,17496.56,9.76981672161911
Brazil,1970,23799.68,23799.68,10.077469430679981
Russia,1970,12192.17,12192.17,9.408631237889052
Egypt,1970,5276.72,5276.72,8.57124946525817
Japan,1970,22210.52,22210.52,10.008366352187426
Nigeria,1970,8188.09,8188.09,9.010558059562706
United States,1970,14803.84,14803.84,9.60270943331755
Turkey,1970,1414.6,1414.6,7.255308748471308
France,1970,-10895.2,-2777.4275,
Brazil,1970,5475.39,5475.39,8.608201403740843
Indonesia,1970,19030.81,19030.81,9.853867068746748
China,1970,17302.12,17302.12,9.758642111046147
Saudi Arabia,1970,15293.36,15293.36,9.635239411969746
Argentina,1970,16086.72,16086.72,9.685811527024553
Mexico,1970,30328.28,27317.421,10.215316515528354
Mexico,1970,10612.82,10612.82,9.269912204510291
India,1970,10931.85,10931.85,9.29952729740988
Brazil,1970,15872.23,15872.23,9.672389321481752
Canada,1970,28820.29,27317.421,10.215316515528354
France,1970,24773.55,24773.55,10.117572195561989
United States,1970,12557.78,12557.78,9.438175301546439
Mexico,1970,23694.63,23694.63,10.073045921935977
Indonesia,1970,23696.53,23696.53,10.07312610228272
Russia,1970,30482.1,27317.421,10.215316515528354
France,1970,13941.86,13941.86,9.542722828263882
Mexico,1970,12707.03,12707.03,9.449989356104279
South Korea,1970,21658.98,21658.98,9.983221597193522
Argentina,1970,15757.5,15757.5,9.665135181217215
Nigeria,1970,-1788.82,-1788.82,
Australia,1970,16886.43,16886.43,9.734324837182143
Turkey,1970,19866.58,19866.58,9.896844536482961
China,1970,7692.15,7692.15,8.948085601514004
South Africa,1970,17655.35,17655.35,9.778850771029626
Saudi Arabia,1970,20831.94,20831.94,9.944290666878153
Kenya,1970,8453.02,8453.02,9.042397346867963
Saudi Arabia,1970,18533.74,18533.74,9.827402087970935
France,1970,8018.0,8018.0,8.989569004807029
Kenya,1970,2578.19,2578.19,7.855230675133577
United States,1970,16715.58,16715.58,9.724156320261873
Indonesia,1970,15702.6,15702.6,9.661645264414377
United States,1970,7802.29,7802.29,8.962300718619026
Australia,1970,8344.85,8344.85,9.029519688308463
Mexico,1970,9456.05,9456.05,9.154515774090465
China,1970,13114.18,13114.18,9.481525616949451
France,1970,16633.91,16633.91,9.71925877815841
China,1970,12560.97,12560.97,9.438429274856722
Egypt,1970,-9224.01,-2777.4275,
Nigeria,1970,14181.23,14181.23,9.559745051473234
France,1970,39889.34,27317.421,10.215316515528354
Mexico,1970,18744.02,18744.02,9.838683396120631
South Africa,1970,13530.27,13530.27,9.512758582243855
China,1970,16458.68,16458.68,9.708669032972821
Canada,1970,19420.08,19420.08,9.874114353069324
China,1970,5451.24,5451.24,8.603781812390467
Kenya,1970,2928.05,2928.05,7.982433417354616
Canada,1970,13774.27,13774.27,9.530630234554977
Mexico,1970,2004.32,2004.32,7.603558928003292
Australia,1970,27086.07,27086.07,10.206811771237765
Saudi Arabia,1970,17396.05,17396.05,9.764055930599167
South Korea,1970,8928.84,8928.84,9.097153756576771
Russia,1970,8173.22,8173.22,9.008740578369322
Canada,1970,8892.69,8892.69,9.093097315504794
Germany,1970,18300.3,18300.3,9.814727374557782
Japan,1970,17815.04,17815.04,9.787854454107562
Kenya,1970,12995.81,12995.81,9.472459221716559
Brazil,1970,14822.19,14822.19,9.603948125349811
India,1970,9588.31,9588.31,9.1684042153411
Russia,1970,11159.07,11159.07,9.320097508317064
Canada,1970,13449.49,13449.49,9.50677081559315
Turkey,1970,21610.33,21610.33,9.98097299318783
Turkey,1970,13463.1,13463.1,9.507782163056369
United States,1970,14334.77,14334.77,9.570513091559228
France,1970,17804.3,17804.3,9.787251444769595
Saudi Arabia,1970,15891.48,15891.48,9.673601320354527
South Korea,1970,27018.08,27018.08,10.204298562081814
Japan,1970,12710.79,12710.79,9.45028518825631
South Korea,1970,8746.6,8746.6,9.076534656014168
Turkey,1970,19006.95,19006.95,9.852612591687532
India,1970,11807.48,11807.48,9.376573196420553
Indonesia,1970,16175.2,16175.2,9.691296305179863
Turkey,1970,10846.7,10846.7,9.291708354930517
Russia,1970,1078.05,1078.05,6.983836303387473
Turkey,1970,7563.35,7563.35,8.931201700521695
China,1970,18041.25,18041.25,9.800471508677505
Japan,1970,7520.92,7520.92,8.925576703504435
Nigeria,1970,-4354.87,-2777.4275,
China,1970,15432.42,15432.42,9.644290566941205
Germany,1970,18899.17,18899.17,9.846926195716277
France,1970,15701.04,15701.04,9.661545919201142
France,1970,3802.72,3802.72,8.243734814226414
Canada,1970,1341.73,1341.73,7.202460133869203
Kenya,1970,6805.41,6805.41,8.825620094210292
China,1970,28632.93,27317.421,10.215316515528354
Australia,1970,24926.6,24926.6,10.123730902328639
South Africa,1970,14970.72,14970.72,9.613918367273167
China,1970,19016.98,19016.98,9.853140126463543
Russia,1970,15049.45,15049.45,9.619163170062242
Nigeria,1970,-3687.12,-2777.4275,
United States,1970,19495.61,19495.61,9.877995883284997
Brazil,1970,25526.92,25526.92,10.147528034139318
Nigeria,1970,1106.92,1106.92,7.010239662534462
Germany,1970,20823.37,20823.37,9.943879214476599
Mexico,1970,20850.98,20850.98,9.945204186746926
Indonesia,1970,9383.61,9383.61,9.1468263924832
Germany,1970,10573.18,10573.18,9.266170459536832
Japan,1970,21075.54,21075.54,9.955915852561018
South Korea,1970,1305.64,1305.64,7.175214235744884
Nigeria,1970,-307.72,-307.72,
Russia,1970,14975.25,14975.25,9.614220891954108
Japan,1970,20408.1,20408.1,9.923736158800274
Turkey,1970,2976.28,2976.28,7.998765411010136
Argentina,1970,14881.92,14881.92,9.607969525694347
Nigeria,1970,5735.62,5735.62,8.654625465699041
Egypt,1970,12112.28,12112.28,9.4020576504105
United States,1970,31105.46,27317.421,10.215316515528354
Indonesia,1970,11335.12,11335.12,9.335749367059018
Japan,1970,9698.33,9698.33,9.179812089940933
Kenya,1970,-9945.29,-2777.4275,
France,1970,23531.69,23531.69,10.066145797329076
Argentina,1970,2813.21,2813.21,7.94243686175556
Nigeria,1970,-649.79,-649.79,
China,1970,15951.39,15951.39,9.6773639402478
Egypt,1970,9234.38,9234.38,9.130797039594048
Egypt,1970,10188.8,10188.8,9.22914249893878
China,1970,17487.75,17487.75,9.769313096047496
Russia,1970,15971.86,15971.86,9.678646310960962
South Korea,1970,21774.39,21774.39,9.988535712008074
France,1970,18092.09,18092.09,9.803285376406178
Argentina,1970,20133.54,20133.54,9.910192027233673
Kenya,1970,480.95,480.95,6.1778403742299774
Egypt,1970,5732.83,5732.83,8.654138998288431
Saudi Arabia,1970,5693.46,5693.46,8.647249051368021
Germany,1970,4061.13,4061.13,8.309462745567162
Canada,1970,21242.99,21242.99,9.963829310821033
France,1970,25300.11,25300.11,10.138603547270984
China,1970,21275.32,21275.32,9.965349996170234
Indonesia,1970,5259.86,5259.86,8.568049790466258
Japan,1970,24896.79,24896.79,10.12253432349376
India,1970,914.71,914.71,6.819699720661243
Egypt,1970,-1293.93,-1293.93,
Indonesia,1970,22006.52,22006.52,9.999139492115745
Argentina,1970,101.03,101.03,4.625266887687213
France,1970,11331.69,11331.69,9.33544674861313
Egypt,1970,-9489.67,-2777.4275,
Egypt,1970,17897.01,17897.01,9.792444812464293
Brazil,1970,13115.37,13115.37,9.481616347386716
Brazil,1970,9814.18,9814.18,9.191685445819017
Japan,1970,7495.53,7495.53,8.92219552579449
France,1970,3985.7,3985.7,8.290719100005571
India,1970,18347.38,18347.38,9.817296566206762
Germany,1970,1754.34,1754.34,7.47041784933004
China,1970,21393.61,21393.61,9.9708943001267
Australia,1970,10288.35,10288.35,9.238864658708513
Germany,1970,17628.91,17628.91,9.777352170444116
Canada,1970,3648.85,3648.85,8.202441349841667
Indonesia,1970,6908.59,6908.59,8.840665580703249
Canada,1970,5242.7,5242.7,8.56478263500915
Kenya,1970,-10653.08,-2777.4275,
South Korea,1970,2847.81,2847.81,7.954656642207337
