Country,Year,GDP_per_capita,Literacy_Rate,Cluster
Turkey,1970,7868.76,65.3,1
Russia,1970,24227.39,76.5,2
China,1970,34007.58,84.3,2
Japan,1970,17483.11,86.3,2
India,1970,24846.49,89.6,2
Australia,1970,3841.34,80.4,0
Russia,1970,8508.84,87.8,2
Saudi Arabia,1970,7124.94,87.5,0
Japan,1970,15533.41,85.6,2
Canada,1970,20391.72,86.5,2
India,1970,16283.14,98.8,2
United States,1970,18420.23,77.7,1
United States,1970,6075.76,91.4,0
Canada,1970,26196.78,90.0,2
Argentina,1970,16916.41,75.2,1
Egypt,1970,16735.85,91.9,0
Argentina,1970,28231.06,76.8,1
Germany,1970,11076.29,79.6,1
Indonesia,1970,32245.46,71.8,1
France,1970,-4110.86,90.5,0
Saudi Arabia,1970,21334.06,100.0,2
Mexico,1970,26130.91,90.2,2
Indonesia,1970,17376.38,100.0,2
Nigeria,1970,13854.16,77.6,1
Mexico,1970,7009.17,98.4,0
China,1970,5133.65,86.5,0
Russia,1970,3487.09,89.7,0
Egypt,1970,1546.86,86.9,0
Kenya,1970,511.56,91.8,0
France,1970,19072.3,84.6,1
Brazil,1970,4596.61,92.0,0
United States,1970,23152.26,70.6,1
Kenya,1970,2119.29,71.6,1
Canada,1970,-167.21,82.2,0
Australia,1970,22512.9,81.8,1
Egypt,1970,4747.08,87.5,0
China,1970,6345.2,89.6,0
South Africa,1970,11352.22,91.6,0
Australia,1970,24335.47,80.2,2
Mexico,1970,14620.86,84.0,2
Mexico,1970,8096.44,79.1,1
Mexico,1970,11518.86,88.3,2
Japan,1970,27797.96,75.7,1
France,1970,16255.26,90.3,2
Turkey,1970,24141.27,75.1,2
Egypt,1970,2913.5,95.2,0
South Africa,1970,-4205.48,75.8,0
South Africa,1970,-17.53,100.0,0
South Korea,1970,8404.47,79.4,2
Russia,1970,10145.25,75.5,1
South Korea,1970,11400.65,78.2,1
South Africa,1970,5870.13,64.7,1
China,1970,11819.37,80.6,2
India,1970,15115.87,89.6,2
Mexico,1970,14674.3,70.8,1
Saudi Arabia,1970,8118.2,87.0,0
Canada,1970,13596.32,87.3,2
South Africa,1970,3738.67,91.2,0
Russia,1970,12113.03,71.9,1
France,1970,1422.83,79.3,0
Australia,1970,20468.71,76.8,1
Mexico,1970,13234.7,99.2,0
South Africa,1970,-9717.95,72.3,0
Argentina,1970,14367.07,92.3,2
Nigeria,1970,-1558.15,100.0,0
China,1970,19939.74,92.5,2
Argentina,1970,17210.36,96.5,2
China,1970,12889.87,82.6,2
Japan,1970,28517.07,79.1,2
Egypt,1970,424.09,95.3,0
Indonesia,1970,14441.15,82.4,2
Saudi Arabia,1970,8831.03,92.4,0
Turkey,1970,21916.59,83.9,2
India,1970,10764.02,77.3,1
Germany,1970,26413.97,70.4,1
United States,1970,25101.07,70.9,1
Japan,1970,14662.12,93.9,2
Japan,1970,11190.89,94.2,2
South Africa,1970,14497.58,80.2,1
South Africa,1970,5864.28,82.1,0
Germany,1970,16476.67,97.1,2
Saudi Arabia,1970,19776.25,97.1,2
Argentina,1970,14002.22,91.9,2
Indonesia,1970,23709.19,93.1,2
Brazil,1970,15044.92,83.7,1
Kenya,1970,10204.54,89.9,0
Russia,1970,10580.81,96.8,2
China,1970,17523.3,80.0,1
Australia,1970,3973.27,92.9,0
Russia,1970,-2500.22,80.9,0
Australia,1970,23994.15,85.9,1
Russia,1970,7024.87,75.6,1
Indonesia,1970,18136.51,97.4,2
Egypt,1970,15533.23,80.2,1
China,1970,22267.11,78.9,1
India,1970,8459.44,100.0,0
China,1970,6398.37,92.5,0
Indonesia,1970,6357.53,87.8,0
Indonesia,1970,5215.3,79.1,1
United States,1970,26853.94,79.6,1
South Korea,1970,8014.65,87.6,0
Argentina,1970,28826.04,100.0,2
Brazil,1970,18311.09,82.5,2
United States,1970,19294.11,70.9,1
Argentina,1970,3034.16,83.0,0
Japan,1970,15926.66,85.7,2
South Korea,1970,18308.48,80.8,1
Brazil,1970,20043.2,86.8,2
Saudi Arabia,1970,16185.2,64.2,1
France,1970,15534.21,98.7,2
India,1970,5436.2,91.0,0
Japan,1970,11661.1,100.0,0
Germany,1970,6045.73,98.5,0
Saudi Arabia,1970,24989.55,81.7,1
United States,1970,14667.46,79.0,2
Argentina,1970,21785.66,82.5,2
Brazil,1970,17902.57,98.4,2
Nigeria,1970,12530.14,78.9,1
Turkey,1970,12905.75,85.3,0
Turkey,1970,18316.45,71.9,1
Indonesia,1970,658.1,77.4,0
Brazil,1970,12921.06,92.8,2
Egypt,1970,495.7,57.8,1
Nigeria,1970,384.65,89.1,0
Australia,1970,9202.92,96.1,0
Canada,1970,22710.18,89.4,2
Mexico,1970,18962.43,92.6,2
Japan,1970,13558.73,85.4,2
Canada,1970,5160.67,83.3,0
Saudi Arabia,1970,11991.51,91.2,0
Argentina,1970,7869.17,81.2,0
Kenya,1970,9319.8,73.0,1
South Africa,1970,11385.86,80.8,1
France,1970,22300.3,85.8,2
Canada,1970,24641.93,80.2,1
France,1970,25184.91,74.2,2
South Korea,1970,21482.57,96.7,2
Australia,1970,20687.87,98.3,2
Japan,1970,4337.45,95.2,0
South Korea,1970,15987.65,86.2,1
Russia,1970,18006.22,84.9,1
Indonesia,1970,16312.18,72.0,1
Nigeria,1970,2778.28,83.1,0
Mexico,1970,12074.72,77.7,1
Japan,1970,25456.99,82.9,1
India,1970,9432.56,63.4,1
China,1970,10633.49,80.5,1
Egypt,1970,-4058.14,85.4,0
Brazil,1970,20566.41,100.0,2
Germany,1970,12826.91,89.8,2
Argentina,1970,17960.13,89.4,2
Germany,1970,24424.26,87.2,2
United States,1970,11841.92,88.4,0
Japan,1970,17158.38,96.7,2
Germany,1970,16460.55,88.5,2
Argentina,1970,8114.44,84.1,0
Japan,1970,8729.45,87.8,0
Saudi Arabia,1970,17332.1,71.5,1
Canada,1970,21497.53,86.5,2
South Africa,1970,1562.7,62.2,1
Brazil,1970,15397.87,95.2,2
Germany,1970,14112.0,88.7,0
Australia,1970,3687.13,73.5,1
South Africa,1970,2183.2,87.8,0
Germany,1970,62.88,77.1,0
Japan,1970,12469.39,87.0,2
South Africa,1970,-1881.04,87.0,0
South Africa,1970,13704.64,100.0,0
Saudi Arabia,1970,22686.82,70.2,1
Indonesia,1970,13681.27,90.6,2
Argentina,1970,11583.58,99.3,0
Mexico,1970,17680.14,83.4,1
Turkey,1970,18625.17,77.2,2
Germany,1970,23373.81,100.0,2
South Africa,1970,-4153.21,99.6,0
China,1970,19707.83,95.3,2
Argentina,1970,21590.95,83.0,1
India,1970,18092.99,78.5,2
South Africa,1970,-9008.58,89.1,0
Japan,1970,21399.15,57.0,1
Brazil,1970,6407.85,73.0,1
Argentina,1970,9674.32,90.3,0
Saudi Arabia,1970,-2077.35,86.8,0
Turkey,1970,17121.6,69.2,1
South Africa,1970,17723.39,68.8,1
Nigeria,1970,-3106.26,88.0,0
Egypt,1970,11076.08,100.0,0
United States,1970,14326.39,77.3,1
Kenya,1970,10767.65,82.3,1
Germany,1970,19637.62,97.6,2
Germany,1970,13374.61,82.4,2
South Korea,1970,19734.24,82.1,1
Saudi Arabia,1970,14102.92,97.9,2
Germany,1970,10827.05,74.6,1
United States,1970,25203.73,100.0,2
Japan,1970,18721.4,92.0,2
South Korea,1970,6687.17,78.5,1
Germany,1970,13793.58,91.8,0
Nigeria,1970,1054.95,100.0,0
Mexico,1970,20280.8,94.5,2
Indonesia,1970,24479.2,98.5,2
Indonesia,1970,25633.62,86.4,2
Indonesia,1970,19976.66,98.5,2
Russia,1970,7201.48,83.9,0
Egypt,1970,-6387.65,81.1,0
Brazil,1970,6190.65,100.0,0
South Korea,1970,1652.34,75.8,1
Mexico,1970,23157.16,88.6,2
Japan,1970,-1945.34,82.0,0
Mexico,1970,10571.03,85.4,0
Mexico,1970,19626.29,84.6,1
China,1970,14734.66,78.1,1
Australia,1970,10880.84,93.7,2
China,1970,8862.82,82.7,2
France,1970,6157.02,91.7,0
France,1970,13333.14,92.5,0
United States,1970,23208.76,82.3,1
Brazil,1970,14545.8,83.3,1
Argentina,1970,16712.77,68.9,1
South Africa,1970,4391.54,66.4,1
United States,1970,15278.4,83.1,2
Indonesia,1970,12577.55,70.9,1
Nigeria,1970,-1076.58,82.8,0
South Africa,1970,-4902.0,88.2,0
Indonesia,1970,18704.03,99.9,2
Brazil,1970,20708.44,93.7,2
Russia,1970,7710.78,89.4,0
Egypt,1970,-814.04,90.0,0
Indonesia,1970,10669.77,97.0,0
Indonesia,1970,28595.4,93.3,2
Australia,1970,17665.17,87.6,2
Indonesia,1970,21222.66,78.7,2
South Korea,1970,13075.73,99.2,0
Germany,1970,15035.85,79.1,1
Indonesia,1970,11052.45,93.3,0
Kenya,1970,517.78,82.5,0
Egypt,1970,-10428.1,83.5,0
Indonesia,1970,19993.09,75.2,1
Australia,1970,18836.89,76.1,1
United States,1970,20029.73,93.6,2
Brazil,1970,7165.62,87.6,2
Kenya,1970,3654.88,92.0,0
Australia,1970,18870.32,70.2,1
India,1970,16552.5,83.7,1
China,1970,30702.27,88.4,2
Kenya,1970,8263.83,89.2,0
South Korea,1970,19120.46,63.8,1
South Korea,1970,24443.49,81.1,2
Indonesia,1970,23014.05,95.4,2
United States,1970,8944.94,68.4,1
South Korea,1970,21477.88,74.5,1
Egypt,1970,19835.89,79.9,2
Japan,1970,27961.43,72.1,1
Japan,1970,12063.04,93.7,2
Nigeria,1970,10608.44,81.8,1
Japan,1970,26378.43,80.4,1
Japan,1970,15419.38,82.8,2
China,1970,1356.57,81.1,0
Argentina,1970,7520.76,81.9,0
Argentina,1970,8962.4,98.2,0
Egypt,1970,12913.95,92.1,2
Indonesia,1970,18288.87,81.8,1
Indonesia,1970,22134.2,90.2,2
Japan,1970,22197.33,89.1,2
India,1970,6336.1,68.6,1
China,1970,10017.14,67.9,1
Japan,1970,15548.14,85.1,1
Turkey,1970,9067.92,94.8,0
Mexico,1970,23206.82,82.8,2
Nigeria,1970,-1924.9,88.7,0
Mexico,1970,17032.14,96.7,0
South Africa,1970,4629.56,87.3,0
China,1970,24189.81,79.7,2
Canada,1970,8411.32,77.6,1
Egypt,1970,23183.26,84.5,1
United States,1970,12856.81,75.4,1
South Korea,1970,21354.34,71.7,1
Indonesia,1970,11373.25,89.5,0
China,1970,19204.91,79.6,1
Japan,1970,-3235.78,77.2,0
Japan,1970,19087.24,93.2,2
Russia,1970,4967.18,100.0,0
South Africa,1970,-10761.96,100.0,0
Saudi Arabia,1970,17742.14,76.4,1
Kenya,1970,3142.83,98.0,0
South Africa,1970,10909.85,74.0,1
Turkey,1970,30875.08,82.9,2
Egypt,1970,-11677.9,80.8,0
Australia,1970,21477.63,83.7,2
Kenya,1970,-3720.58,71.6,0
South Africa,1970,6067.03,97.1,0
Kenya,1970,-4911.78,77.7,0
United States,1970,8494.75,80.4,2
Germany,1970,859.87,100.0,0
Mexico,1970,11774.4,69.5,1
Mexico,1970,26398.59,86.7,1
Russia,1970,6505.58,82.6,2
Saudi Arabia,1970,8234.71,87.1,0
Japan,1970,10470.24,82.8,1
Nigeria,1970,9952.16,94.7,2
Nigeria,1970,-646.46,100.0,0
Saudi Arabia,1970,14272.0,98.8,2
Kenya,1970,3863.85,85.2,0
Argentina,1970,12517.52,88.0,2
Japan,1970,21587.05,99.3,2
India,1970,6765.46,98.2,0
Japan,1970,22934.77,77.7,1
Indonesia,1970,-3718.98,79.5,0
China,1970,16784.76,93.4,2
France,1970,24053.37,100.0,2
United States,1970,14780.3,91.9,0
Japan,1970,26500.02,87.0,2
Brazil,1970,-1388.83,73.8,1
Saudi Arabia,1970,25223.71,67.8,1
Kenya,1970,5452.04,100.0,0
Argentina,1970,12742.81,89.7,2
Canada,1970,13520.36,77.3,1
Canada,1970,11480.66,81.8,2
Indonesia,1970,22098.89,88.9,1
Germany,1970,8182.65,83.6,0
China,1970,7297.28,90.9,0
Turkey,1970,10662.71,68.8,1
Egypt,1970,28020.28,90.0,2
South Korea,1970,20733.08,73.7,1
Japan,1970,8177.67,77.9,1
Australia,1970,31224.0,70.3,1
Germany,1970,10135.15,91.0,0
France,1970,28986.94,77.4,2
Canada,1970,11891.64,100.0,2
Australia,1970,12266.5,83.9,2
China,1970,4834.28,82.7,0
Germany,1970,-6611.66,82.9,0
Mexico,1970,25144.3,99.6,2
India,1970,30211.95,90.9,2
Egypt,1970,10566.45,78.0,1
Canada,1970,3959.72,89.1,0
United States,1970,26564.62,68.8,1
Egypt,1970,-9788.14,100.0,0
Canada,1970,11578.29,98.6,2
Egypt,1970,14107.48,81.5,1
China,1970,8248.11,87.1,0
Turkey,1970,13993.0,88.3,0
Japan,1970,16749.77,64.0,1
France,1970,3583.18,96.6,0
Turkey,1970,13649.53,86.7,0
Indonesia,1970,14466.08,88.2,2
Australia,1970,22800.56,95.2,1
Germany,1970,14112.51,81.2,1
South Africa,1970,-1158.52,82.1,0
Canada,1970,25107.91,90.8,2
Egypt,1970,-252.37,73.3,1
Indonesia,1970,12041.95,87.8,0
South Korea,1970,13831.91,88.4,0
Argentina,1970,18686.87,76.5,1
Turkey,1970,22751.11,89.8,2
France,1970,12349.7,67.7,1
China,1970,18530.07,88.8,2
United States,1970,14072.85,93.0,2
Kenya,1970,2723.9,82.8,0
Russia,1970,22569.11,73.7,1
Turkey,1970,9462.91,87.2,0
Brazil,1970,6692.4,99.0,0
Saudi Arabia,1970,-3188.12,73.8,0
Japan,1970,9682.95,84.7,0
Japan,1970,6140.91,92.7,0
France,1970,16513.89,87.3,1
Kenya,1970,737.81,90.0,0
United States,1970,8457.07,81.7,1
Saudi Arabia,1970,20156.42,100.0,2
France,1970,15204.44,75.0,2
Brazil,1970,18647.46,67.4,1
Canada,1970,23269.36,81.8,2
India,1970,14883.61,91.4,2
South Africa,1970,-1535.14,100.0,0
Kenya,1970,-7133.91,82.2,0
Argentina,1970,13049.46,94.8,0
South Korea,1970,19654.88,78.8,2
Canada,1970,9997.27,80.9,1
Argentina,1970,35950.28,100.0,2
South Africa,1970,4360.47,81.0,0
United States,1970,639.61,86.1,0
United States,1970,8492.01,83.2,0
Brazil,1970,11694.48,87.9,2
South Africa,1970,8599.54,97.0,0
France,1970,8196.68,92.4,0
Mexico,1970,15242.59,98.8,2
Saudi Arabia,1970,22829.58,85.0,2
Indonesia,1970,14818.05,80.8,1
Russia,1970,9764.41,94.9,0
Kenya,1970,8204.16,98.4,0
Germany,1970,15762.68,83.1,1
India,1970,11610.08,92.0,0
United States,1970,27644.14,85.9,2
Canada,1970,18375.48,71.0,1
Nigeria,1970,10900.37,90.0,2
Kenya,1970,7166.84,99.3,0
France,1970,5606.55,100.0,0
Brazil,1970,8959.57,87.1,0
Canada,1970,6789.6,81.8,0
South Africa,1970,13398.44,93.5,2
Australia,1970,13730.27,88.1,0
Germany,1970,21121.97,67.6,1
Australia,1970,16221.83,80.9,1
Kenya,1970,-5127.65,92.3,0
India,1970,3875.38,74.2,1
China,1970,12336.18,86.8,0
Mexico,1970,14933.5,69.2,1
India,1970,35070.89,69.2,1
Indonesia,1970,5211.74,85.4,0
United States,1970,7008.1,79.4,1
Germany,1970,14598.08,82.0,1
Mexico,1970,14073.22,86.2,2
Russia,1970,16092.61,87.6,1
Nigeria,1970,8268.73,87.4,2
Argentina,1970,12198.1,77.8,1
Germany,1970,10005.86,83.6,1
South Africa,1970,8615.81,75.7,1
France,1970,5003.39,72.7,1
United States,1970,10782.83,94.1,2
Indonesia,1970,18632.62,98.2,2
Mexico,1970,16335.64,83.8,2
Brazil,1970,14369.84,76.9,1
Argentina,1970,7788.95,71.7,1
Germany,1970,19485.47,67.4,1
Kenya,1970,12389.09,85.0,2
South Africa,1970,18234.27,88.6,2
United States,1970,19558.84,95.1,2
South Africa,1970,8044.54,71.9,1
Mexico,1970,23758.3,100.0,2
Canada,1970,16975.32,99.5,2
Australia,1970,13078.34,80.2,1
Indonesia,1970,11999.14,75.7,1
Canada,1970,-2121.4,84.2,0
South Korea,1970,8601.03,74.5,1
Saudi Arabia,1970,6902.9,94.9,0
Mexico,1970,1225.73,74.9,1
Russia,1970,9431.74,95.9,0
South Korea,1970,15458.58,82.1,1
Russia,1970,23059.93,86.0,2
China,1970,25609.26,77.8,1
South Korea,1970,17540.15,73.6,1
Brazil,1970,24147.25,75.7,1
France,1970,24368.88,72.1,1
Mexico,1970,7502.3,95.1,0
Kenya,1970,3811.11,79.7,2
Indonesia,1970,15376.15,88.3,2
Australia,1970,14862.66,95.7,2
Australia,1970,31877.42,91.8,2
Saudi Arabia,1970,7047.5,74.8,1
China,1970,17400.79,88.6,2
South Korea,1970,15207.55,76.8,1
Mexico,1970,18123.29,77.5,2
Brazil,1970,13077.68,70.2,1
Japan,1970,15621.96,78.1,1
China,1970,37232.48,78.9,1
Japan,1970,18686.55,83.5,1
Brazil,1970,6245.03,79.0,0
China,1970,34834.26,61.5,1
France,1970,13209.49,74.2,1
Australia,1970,9578.17,69.4,1
Turkey,1970,13713.16,100.0,0
Canada,1970,26802.89,80.9,2
India,1970,11169.06,92.9,0
United States,1970,11089.41,94.5,2
Russia,1970,23451.54,86.9,1
Egypt,1970,9508.54,69.1,1
Indonesia,1970,10720.39,89.4,0
Japan,1970,15619.62,100.0,2
Russia,1970,13600.96,93.7,2
Turkey,1970,20593.25,90.8,2
Egypt,1970,6212.41,95.3,0
South Korea,1970,13761.04,93.1,2
India,1970,20459.67,81.5,1
Mexico,1970,26744.45,88.8,1
South Africa,1970,11414.59,81.1,1
Turkey,1970,8999.59,86.5,0
Indonesia,1970,10294.92,77.8,1
Germany,1970,10353.74,81.0,1
Egypt,1970,10577.75,71.1,1
Kenya,1970,-3815.71,80.3,0
Russia,1970,24948.46,87.5,2
South Africa,1970,4320.87,74.1,1
United States,1970,7158.6,98.4,0
Kenya,1970,5505.12,95.1,0
South Africa,1970,-3643.6,95.5,0
Germany,1970,12584.52,85.7,2
Nigeria,1970,-543.84,73.5,0
India,1970,315.92,84.5,0
South Korea,1970,13121.56,92.9,0
United States,1970,6759.55,81.6,0
Kenya,1970,2366.99,86.5,0
France,1970,22550.99,93.8,2
South Africa,1970,2279.11,96.5,0
Australia,1970,23167.28,67.7,1
Argentina,1970,6942.74,96.0,0
Saudi Arabia,1970,10951.4,74.8,1
Canada,1970,25848.74,95.0,2
Canada,1970,8919.5,83.1,0
Japan,1970,9789.11,92.8,0
United States,1970,5554.86,84.1,0
Indonesia,1970,18102.09,63.5,1
Russia,1970,28257.1,70.5,1
Australia,1970,42195.06,100.0,2
Saudi Arabia,1970,12571.0,67.4,1
Indonesia,1970,1558.01,92.1,0
France,1970,30710.27,67.7,1
Indonesia,1970,23476.18,62.7,1
Indonesia,1970,-3888.67,80.9,0
Russia,1970,15536.48,79.2,1
Germany,1970,26479.43,92.2,2
India,1970,17728.31,86.2,2
France,1970,19925.25,92.1,2
Egypt,1970,8590.49,69.6,1
Indonesia,1970,19429.65,83.7,2
Japan,1970,12514.51,93.4,0
Russia,1970,-8290.06,92.3,0
South Africa,1970,6510.86,76.1,1
Australia,1970,14652.57,71.1,1
United States,1970,12678.79,75.3,1
Argentina,1970,8180.34,87.1,0
Turkey,1970,6468.19,81.1,0
Germany,1970,25138.74,93.1,1
Brazil,1970,13625.9,76.7,1
Nigeria,1970,-3753.33,78.9,0
France,1970,25866.09,92.4,2
Canada,1970,8615.64,75.8,1
Argentina,1970,18218.8,87.4,2
Turkey,1970,10419.94,86.1,0
Brazil,1970,10609.06,75.5,1
Kenya,1970,5821.84,86.8,0
Canada,1970,25647.1,83.2,2
Saudi Arabia,1970,29913.78,93.2,2
Australia,1970,17408.87,85.0,2
China,1970,13135.15,100.0,2
South Africa,1970,9475.65,69.1,1
Indonesia,1970,7245.16,89.3,0
United States,1970,3068.2,81.5,0
Brazil,1970,22233.06,60.6,1
Canada,1970,-696.36,69.7,1
Brazil,1970,6958.82,85.8,0
Japan,1970,10272.38,86.3,0
Indonesia,1970,2615.75,76.6,1
Mexico,1970,17778.59,77.8,1
India,1970,725.77,83.1,0
China,1970,11149.36,83.7,0
Saudi Arabia,1970,4592.77,88.1,0
United States,1970,10178.91,100.0,0
Indonesia,1970,27046.86,82.6,1
Australia,1970,29239.17,83.2,1
Turkey,1970,28089.06,89.2,2
Russia,1970,14004.49,66.3,1
Australia,1970,11393.33,69.4,1
Canada,1970,12350.14,76.0,1
Australia,1970,13233.82,86.9,2
Australia,1970,13308.24,79.5,1
Germany,1970,24365.24,81.5,2
Nigeria,1970,14882.72,82.7,1
Indonesia,1970,9373.25,79.6,1
Turkey,1970,21717.49,100.0,2
China,1970,1076.44,82.0,0
United States,1970,34048.14,84.9,2
Germany,1970,24527.29,87.3,2
Brazil,1970,-1982.91,94.8,0
Mexico,1970,16668.55,100.0,0
South Korea,1970,9716.11,84.3,0
Nigeria,1970,-7182.98,95.5,0
Germany,1970,771.05,93.8,0
Argentina,1970,1013.27,86.9,0
India,1970,5721.29,99.2,0
Canada,1970,30375.69,81.9,2
South Africa,1970,-2293.65,88.5,0
Kenya,1970,-8233.86,87.2,0
France,1970,17051.54,100.0,2
South Korea,1970,25767.5,82.8,1
Turkey,1970,12053.9,90.7,0
India,1970,6569.92,73.2,1
Nigeria,1970,15065.99,89.8,2
Turkey,1970,17258.28,89.5,2
Kenya,1970,14726.97,79.1,1
Japan,1970,10441.78,73.4,1
Indonesia,1970,26054.5,75.2,2
South Africa,1970,2983.55,80.1,0
Indonesia,1970,22653.42,85.4,2
South Africa,1970,15786.95,91.1,2
Brazil,1970,7665.24,80.0,1
Russia,1970,12610.26,90.0,2
Germany,1970,24227.38,94.9,2
China,1970,25467.67,96.9,2
China,1970,22056.22,64.3,1
Indonesia,1970,4558.45,100.0,0
Germany,1970,25860.14,69.0,1
Brazil,1970,831.34,85.8,0
Australia,1970,3936.75,90.2,0
Egypt,1970,11581.1,82.9,1
Australia,1970,13343.61,79.6,1
Australia,1970,4313.07,72.7,1
Japan,1970,1173.32,87.3,0
United States,1970,14541.87,84.3,1
South Korea,1970,11594.52,99.6,0
Mexico,1970,4521.57,73.3,1
Egypt,1970,6158.2,69.5,1
Indonesia,1970,26800.47,89.4,2
Turkey,1970,18707.88,70.5,1
Brazil,1970,4998.28,64.4,1
Saudi Arabia,1970,22997.08,80.4,2
Kenya,1970,12578.36,98.4,2
Germany,1970,16340.93,84.2,1
Saudi Arabia,1970,12496.52,83.9,1
Australia,1970,24381.9,97.3,2
Russia,1970,8213.14,77.3,1
China,1970,36785.48,76.8,2
South Korea,1970,13084.66,75.4,1
France,1970,16244.01,99.5,2
Mexico,1970,20158.4,61.6,1
Kenya,1970,-2763.5,83.5,0
Saudi Arabia,1970,15386.63,78.1,2
Kenya,1970,5893.76,100.0,0
Turkey,1970,11421.6,100.0,0
France,1970,4492.81,100.0,0
Russia,1970,18770.27,84.9,1
Saudi Arabia,1970,10641.2,91.1,2
China,1970,4915.89,99.2,0
Japan,1970,35680.99,72.2,1
Indonesia,1970,4538.9,85.4,0
Russia,1970,5139.81,79.6,0
Saudi Arabia,1970,10326.26,65.8,1
Nigeria,1970,15311.36,82.7,1
Nigeria,1970,-913.86,71.2,1
Saudi Arabia,1970,20534.25,86.9,2
Egypt,1970,-2725.42,76.9,0
Japan,1970,14101.46,84.7,2
Argentina,1970,8703.22,99.7,0
South Korea,1970,25360.85,85.2,2
South Africa,1970,9807.7,69.1,1
Turkey,1970,-3766.18,89.3,0
Nigeria,1970,14729.84,88.8,2
Saudi Arabia,1970,19185.62,71.1,1
South Africa,1970,8364.61,84.8,0
China,1970,1134.44,79.6,0
South Africa,1970,17808.73,92.6,2
Russia,1970,20934.9,79.2,1
Japan,1970,7732.11,79.3,1
Mexico,1970,12772.28,82.0,2
Turkey,1970,10310.93,80.2,1
India,1970,15969.2,98.0,0
Egypt,1970,10296.29,88.0,0
Saudi Arabia,1970,11441.8,94.4,2
Brazil,1970,16760.84,99.0,2
South Korea,1970,17316.46,83.7,2
France,1970,3906.65,70.0,1
Nigeria,1970,3399.19,100.0,0
Mexico,1970,16762.39,76.3,1
Japan,1970,5678.37,81.9,0
Nigeria,1970,8349.06,86.3,0
Germany,1970,13085.52,93.7,2
India,1970,15084.96,100.0,2
Russia,1970,21760.38,80.3,2
United States,1970,6563.87,84.1,0
South Africa,1970,16517.11,100.0,2
Indonesia,1970,-1462.0,88.1,0
Russia,1970,17779.93,71.5,1
Nigeria,1970,11625.18,83.9,1
Argentina,1970,13368.29,82.5,1
South Africa,1970,7762.21,85.7,0
Canada,1970,22208.2,85.4,1
Indonesia,1970,5350.3,93.2,0
India,1970,26075.87,70.4,1
Australia,1970,18569.72,98.7,2
Japan,1970,20669.07,82.5,2
China,1970,8532.8,77.1,1
India,1970,9681.38,86.6,2
Canada,1970,14807.04,84.2,2
Germany,1970,22264.92,98.7,2
India,1970,24107.07,95.4,2
Russia,1970,13486.01,85.4,2
China,1970,-1295.39,87.5,0
Australia,1970,11489.52,76.7,1
Canada,1970,5919.96,91.6,0
Canada,1970,22253.79,89.1,2
India,1970,5664.08,73.3,1
Saudi Arabia,1970,9828.06,100.0,2
Kenya,1970,7248.44,92.7,0
Egypt,1970,6811.31,83.4,2
Egypt,1970,-7682.47,88.7,0
Saudi Arabia,1970,6836.2,83.0,0
Nigeria,1970,10265.23,65.4,1
South Korea,1970,1310.72,86.6,0
China,1970,11920.73,82.2,1
Russia,1970,14019.85,85.1,2
Japan,1970,5943.64,93.6,0
Brazil,1970,22662.24,76.5,1
South Africa,1970,5661.88,91.0,0
Saudi Arabia,1970,19918.4,87.0,1
Brazil,1970,523.34,96.3,0
Argentina,1970,17234.02,71.7,1
Nigeria,1970,14289.18,95.4,0
India,1970,19455.02,74.2,1
Egypt,1970,20152.79,78.8,2
Egypt,1970,7210.42,82.6,2
Mexico,1970,13117.25,91.8,2
Brazil,1970,14474.0,85.7,1
Egypt,1970,6972.26,87.5,0
India,1970,6590.16,100.0,0
Egypt,1970,3360.05,73.8,1
Australia,1970,17443.93,82.7,2
Saudi Arabia,1970,12920.18,90.2,0
Mexico,1970,19508.17,62.5,1
Egypt,1970,4068.99,92.9,0
Germany,1970,13418.46,96.0,0
Mexico,1970,13475.06,64.8,1
China,1970,11286.43,88.1,0
Saudi Arabia,1970,17252.26,72.4,1
United States,1970,13024.84,100.0,2
Nigeria,1970,134.79,68.9,1
Indonesia,1970,9883.51,79.7,1
Turkey,1970,13922.35,87.8,0
Japan,1970,7624.44,85.3,2
Indonesia,1970,12500.26,83.1,2
Saudi Arabia,1970,11844.61,84.1,1
Mexico,1970,24241.84,70.7,1
South Africa,1970,3313.34,96.9,0
China,1970,16536.91,80.7,1
Saudi Arabia,1970,18664.51,97.4,2
Brazil,1970,21285.3,82.2,1
South Africa,1970,-1891.32,80.1,0
Japan,1970,18974.55,100.0,0
France,1970,15193.9,83.4,1
Egypt,1970,3949.09,76.1,0
Egypt,1970,-14372.82,75.3,0
Saudi Arabia,1970,12978.66,78.8,2
United States,1970,12145.79,90.9,2
Egypt,1970,-1269.52,80.3,0
Mexico,1970,10742.57,73.1,1
France,1970,-6070.79,87.6,0
South Korea,1970,10988.79,64.9,1
France,1970,15787.67,98.4,0
Indonesia,1970,12949.59,70.8,1
Mexico,1970,13510.85,69.4,1
Germany,1970,25299.26,79.8,2
Nigeria,1970,8142.57,86.6,0
Egypt,1970,11422.09,86.1,0
South Korea,1970,14798.89,75.1,1
Indonesia,1970,10603.03,86.5,2
Brazil,1970,7432.94,89.4,0
Argentina,1970,22857.06,84.6,2
Saudi Arabia,1970,14143.56,82.9,2
South Africa,1970,-1910.68,64.8,1
France,1970,6864.91,84.2,0
Canada,1970,19941.26,84.1,1
Germany,1970,20321.46,87.3,2
